BJDtcb1 BJDtcb2 BJDtdb1 BJDtdb2 RvTot
2450500 0.497168702162714 2450500 0.497054645220175 3330.01553393665
2450510 0.496570268159998 2450510 0.49645605617476 -226.501570827845
2450520 0.496100037379853 2450520 0.495985670349929 -4286.6615468595
2450530 0.495771887740077 2450530 0.495657365663265 -8670.80062080109
2450540 0.495593447305384 2450540 0.495478770179362 -13237.2074194012
2450550 0.495569281940436 2450550 0.495454449762811 -17903.2104405535
2450560 0.495698986594624 2450560 0.495583999363012 -22463.0644957376
2450570 0.495976679176458 2450570 0.495861536888563 -26821.808589569
2450580 0.496394142165132 2450580 0.496278844818787 -30882.9035588167
2450590 0.49693801850443 2450590 0.496822566097676 -34474.9411134301
2450600 0.497591642002668 2450600 0.497476034533803 -37566.0564017753
2450610 0.498336903933199 2450610 0.498221141400801 -40057.0294915904
2450620 0.499151554242705 2450620 0.499035636645699 -41851.6500053475
2450630 0.500024247743573 2450630 0.49990817508106 -42972.8079167548
2450640 0.500908183361888 2450640 0.500791955633692 -43334.878704911
2450650 0.501789096228372 2450650 0.50167271343454 -42934.3837448894
2450660 0.50264290217194 2450660 0.502526364312893 -41829.2958178075
2450670 0.50344543066708 2450670 0.503328737743613 -39973.8010696631
2450680 0.504172946651028 2450680 0.504056098664304 -37455.3735932637
2450690 0.504805313464582 2450690 0.504688310416076 -34348.4402000982
2450700 0.5053232041435 2450700 0.505206046034987 -30674.6428948223
2450710 0.505710559198509 2450710 0.505593246032013 -26594.5025250211
2450720 0.50595597572128 2450720 0.505838507499003 -22187.325054364
2450730 0.506050114596643 2450730 0.50593249132093 -17554.5339548312
2450740 0.505989225060688 2450740 0.505871446733942 -12893.7476137455
2450750 0.505774277236027 2450750 0.505656343860637 -8282.05197322791
2450760 0.50540951660441 2450760 0.505291428182699 -3881.41852217594
2450770 0.504905683150807 2450770 0.504787439684931 127.924140733193
2450780 0.504277066797744 2450780 0.504158668289638 3684.53956459787
2450790 0.50354161817914 2450790 0.503423064630461 6616.61909178534
2450800 0.502722555225907 2450800 0.50260384663795 8824.3502466899
2450810 0.501844261611016 2450810 0.501725397984701 10282.0523276807
2450820 0.500933787612338 2450820 0.500814768948163 10871.6810179193
2450830 0.500020197410368 2450830 0.499901023708381 10615.7533306531
2450840 0.499130810869562 2450840 0.499011482129389 9537.48800229439
2450850 0.498293534193024 2450850 0.498174050413856 7615.98167380283
2450860 0.497534234980564 2450860 0.497414596161192 4987.85293321836
2450870 0.496874816133394 2450870 0.49675502227227 1716.41289585834
2450880 0.496335582669799 2450880 0.49621563376506 -2119.20042965869
2450890 0.495931622277899 2450890 0.495811518327446 -6324.82807440707
2450900 0.495673436741246 2450900 0.49555317774282 -10823.5820111937
2450910 0.495568464785533 2450910 0.495448050736758 -15466.3547121256
2450920 0.495617685352374 2450920 0.495497116250859 -20073.3412789438
2450930 0.495818433204095 2450930 0.49569770904749 -24577.9178993813
2450940 0.496164393232763 2450940 0.496043514018817 -28804.5618636808
2450950 0.496643534811646 2450950 0.496522500538294 -32638.8621205896
2450960 0.497241916119394 2450960 0.497120726784787 -36032.5682821574
2450970 0.49794202722027 2450970 0.497820682822831 -38827.5480787669
2450980 0.498722783871333 2450980 0.498601284409812 -40993.0953701771
2450990 0.499562894425767 2450990 0.499441239899243 -42494.3750102807
2451000 0.500438152123182 2451000 0.50031634253111 -43229.8759243004
2451010 0.501323579672749 2451010 0.501201615014972 -43245.1532193514
2451020 0.502195247014398 2451020 0.502073127291129 -42515.2060573652
2451030 0.503027643540464 2451030 0.502905368752311 -41024.1261017157
2451040 0.503797325488078 2451040 0.503674895636015 -38873.8449398905
2451050 0.504482710086829 2451050 0.504360125172161 -36057.7574246997
2451060 0.505062706220758 2451060 0.504939966245121 -32656.8332616509
2451070 0.505520657855067 2451070 0.505397762820352 -28805.1435775902
2451080 0.505842341182081 2451080 0.505719291090402 -24533.0258700525
2451090 0.506016516120391 2451090 0.505893310974035 -20005.5085245329
2451100 0.506037801678412 2451100 0.505914441479749 -15360.8415239293
2451110 0.505903637081737 2451110 0.505780121833177 -10679.0586085842
2451120 0.505616550686037 2451120 0.505492880389952 -6168.77474896552
2451130 0.505184890471112 2451130 0.505061065129743 -1939.12197305592
2451140 0.504619763071509 2451140 0.504495782686926 1892.93799119777
2451150 0.503938037065131 2451150 0.503813901639141 5138.86210082627
2451160 0.50316053172177 2451160 0.503036241255859 7752.85703660723
2451170 0.502309933873153 2451170 0.502185488368454 9621.8423941227
2451180 0.501424857825929 2451180 0.501300257282976 10645.7048682322
2451190 0.500509748624131 2451190 0.50038499304339 10860.6094339655
2451200 0.499603959901124 2451200 0.499479049282451 10203.9568534121
2451210 0.498736526328164 2451210 0.498611460670964 8704.06163743368
2451220 0.497933338217619 2451220 0.497808117520896 6465.13714079459
2451230 0.497218705563574 2451230 0.497093329825954 3497.07187322378
2451240 0.496614714037538 2451240 0.496489183257307 -54.9004410065927
2451250 0.496137899480771 2451250 0.496012213655956 -4062.24401863006
2451260 0.495802159966654 2451260 0.495676319095068 -8452.699062799
2451270 0.495616641574175 2451270 0.495490645653488 -13019.7120756688
2451280 0.49558467067289 2451280 0.495458519700723 -17657.1372185696
2451290 0.495706806100732 2451290 0.495580500074694 -22256.0369682705
2451300 0.495977882106027 2451300 0.49585142102381 -26617.6020458599
2451310 0.496388468610139 2451310 0.496261852469579 -30683.3754703129
2451320 0.496926796564012 2451320 0.496800025363128 -34330.8781489319
2451330 0.4975758943854 2451330 0.497448968122475 -37424.8918148716
2451340 0.49831694897501 2451340 0.498189867648617 -39953.9102717156
2451350 0.499129370154459 2451350 0.499002133763493 -41802.9057434308
2451360 0.499989072749222 2451360 0.499861681292949 -42928.5748976509
2451370 0.50087252476902 2451370 0.500744978247072 -43352.3845147652
2451380 0.501755018934204 2451380 0.501627317346597 -42991.5340138173
2451390 0.502610893039868 2451390 0.502483036387013 -41897.1467391996
2451400 0.50341691025211 2451400 0.503288898534781 -40109.4501706446
2451410 0.504149521264546 2451410 0.504021354483882 -37607.7307630658
2451420 0.504787153291848 2451420 0.50465883144932 -34520.5907313635
2451430 0.505311869344824 2451430 0.505183392442183 -30900.1363824396
2451440 0.505706770524514 2451440 0.505578138563773 -26811.1257731134
2451450 0.505959641050485 2451450 0.505830854033846 -22429.1708016718
2451460 0.50606242157688 2451460 0.505933479506672 -17817.9952197666
2451470 0.506009787201697 2451470 0.505880690080328 -13125.6692331936
2451480 0.505802785301287 2451480 0.505673533131151 -8534.68453028799
2451490 0.505446313225423 2451490 0.505316906008837 -4115.71062763212
2451500 0.504949355387906 2451500 0.504819793127049 -62.0071722202934
2451510 0.504327133942482 2451510 0.504197416639296 3489.50150167889
2451520 0.503597371152287 2451520 0.503467498808438 6475.82262177277
2451530 0.502781969500169 2451530 0.502651942116986 8726.4078325377
2451540 0.501906760067064 2451540 0.501776577645476 10199.4912342278
2451550 0.500997780978051 2451550 0.500867443518579 10863.1567986369
2451560 0.500083702990817 2451560 0.499953210493541 10634.9056265378
2451570 0.499193269830697 2451570 0.499062622295251 9588.59942411755
2451580 0.498352971013399 2451580 0.498222168439006 7737.15770302374
2451590 0.49758936257301 2451590 0.49745840495848 5114.63957496064
2451600 0.496925205154545 2451600 0.496794092498336 1881.97528345166
2451610 0.496379485680958 2451610 0.496248217981233 -1910.45784375628
2451620 0.495968822926735 2451620 0.495837400181401 -6130.17737042217
2451630 0.495703693978252 2451630 0.495572116185052 -10594.2989178685
2451640 0.495590783005951 2451640 0.495459050162525 -15234.486495793
2451650 0.495632886116598 2451650 0.495500998220543 -19866.5749078671
2451660 0.495826468110586 2451660 0.495694425159553 -24349.8434295421
2451670 0.496165307675135 2451670 0.496033109666871 -28613.9190233311
2451680 0.496638815383753 2451680 0.49650646231617 -32474.4144086569
2451690 0.497231696732163 2451690 0.49709918860341 -35866.8679828327
2451700 0.497927393465442 2451700 0.497794730273926 -38725.5335560149
2451710 0.498705376413681 2451710 0.498572558158126 -40911.1735791014
2451720 0.499543048571471 2451720 0.499410075250951 -42434.9322854314
2451730 0.500417713578418 2451730 0.500284585192358 -43239.8507330726
2451740 0.501303891573154 2451740 0.501170608121378 -43266.2315227424
2451750 0.502176887384412 2451750 0.502043448867123 -42580.6911271311
2451760 0.503012720595648 2451760 0.502879127013422 -41145.0929833764
2451770 0.503786594169734 2451770 0.503652845523532 -38997.7557893572
2451780 0.504476980329874 2451780 0.504343076620991 -36237.7758670558
2451790 0.505063744562928 2451790 0.50492968579297 -32864.2403422043
2451800 0.505528512148899 2451800 0.505394298319758 -29010.1293475376
2451810 0.505857900118908 2451810 0.505723531232683 -24787.7695122098
2451820 0.506040650952941 2451820 0.505906127011906 -20252.786321646
2451830 0.506069886640838 2451830 0.505935207647373 -15603.0900986471
2451840 0.505944338062452 2451840 0.505809504018957 -10945.3911275696
2451850 0.505665523048079 2451850 0.50553053395693 -6394.66050582037
2451860 0.505241019214628 2451860 0.505105875078084 -2158.79951100361
2451870 0.504683173746852 2451870 0.504547874566981 1685.87555307707
2451880 0.504007228202477 2451880 0.50387177398111 4993.71864853335
2451890 0.503234226873828 2451890 0.50309861761247 7615.04715927219
2451900 0.502387570973777 2451900 0.50225180667357 9530.60112039917
2451910 0.50149266124967 2451910 0.501356741911362 10618.3665330447
2451920 0.50057823945485 2451920 0.500442165078743 10842.5220158109
2451930 0.499672003225745 2451930 0.499535773811712 10251.5459924128
2451940 0.498801919814966 2451940 0.498665535362448 8796.49120306001
2451950 0.497995545323657 2451950 0.497859005831664 6569.09960887181
2451960 0.497276342775836 2451960 0.497139648243018 3665.37257331649
2451970 0.496666275716073 2451970 0.496529426140738 125.00177977335
2451980 0.496183442228368 2451980 0.496046437608543 -3869.69192116984
2451990 0.495840453360195 2451990 0.495703293693711 -8216.32916258458
2452000 0.495647327979319 2452000 0.495510013263853 -12806.0585696745
