 an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1911.50   -0.123821    0.015344    0.414553    0.017915   0.0000805   0.0000000    0.221414    0.000000    0.018968    0.000000
   1911.55   -0.059058    0.015224    0.426134    0.017394  -0.0000953   0.0000000    0.218156    0.000000    0.018875    0.000000
   1911.60    0.029361    0.015029    0.380337    0.016736  -0.0000807   0.0000000    0.216090    0.000000    0.018325    0.000000
   1911.65    0.096351    0.016138    0.379053    0.020641   0.0001360   0.0000000    0.215240    0.000000    0.019185    0.000000
   1911.70    0.149668    0.018077    0.356497    0.017796   0.0000743   0.0000000    0.214596    0.000000    0.018978    0.000000
   1911.75    0.199310    0.019080    0.317589    0.021348   0.0000036   0.0000000    0.216432    0.000000    0.019352    0.000000
   1911.80    0.221104    0.019388    0.218085    0.017653   0.0002023   0.0000000    0.218343    0.000000    0.020634    0.000000
   1911.85    0.252735    0.019800    0.174359    0.022747   0.0000099   0.0000000    0.219527    0.000000    0.021024    0.000000
   1911.90    0.250741    0.026232    0.080048    0.023273  -0.0001056   0.0000000    0.222052    0.000000    0.021274    0.000000
   1911.95    0.210130    0.025244    0.048871    0.028397   0.0002798   0.0000000    0.223189    0.000000    0.022734    0.000000
   1912.00    0.169448    0.022648    0.055831    0.031740  -0.0001539   0.0000000    0.222909    0.000000    0.023071    0.000000
   1912.05    0.079568    0.024731   -0.001335    0.024374   0.0000087   0.0000000    0.224005    0.000000    0.022364    0.000000
   1912.10    0.084636    0.027040   -0.090321    0.024980   0.0000797   0.0000000    0.224304    0.000000    0.022334    0.000000
   1912.15   -0.018966    0.025115   -0.096469    0.023689  -0.0001781   0.0000000    0.223897    0.000000    0.021351    0.000000
   1912.20   -0.068568    0.021495   -0.038167    0.021968  -0.0000887   0.0000000    0.225574    0.000000    0.019656    0.000000
   1912.25   -0.125710    0.017629   -0.108515    0.020067   0.0001334   0.0000000    0.226493    0.000000    0.019271    0.000000
   1912.30   -0.161023    0.018693   -0.041413    0.021590  -0.0000586   0.0000000    0.225397    0.000000    0.018382    0.000000
   1912.35   -0.196248    0.016049    0.006634    0.019943  -0.0002384   0.0000000    0.227147    0.000000    0.017539    0.000000
   1912.40   -0.196435    0.016128    0.043375    0.017611   0.0001995   0.0000000    0.225947    0.000000    0.018165    0.000000
   1912.45   -0.198683    0.018737    0.124394    0.024817  -0.0001474   0.0000000    0.222483    0.000000    0.018294    0.000000
   1912.50   -0.181800    0.016857    0.124309    0.020903  -0.0000574   0.0000000    0.220551    0.000000    0.018022    0.000000
   1912.55   -0.129535    0.017844    0.190879    0.020726   0.0002983   0.0000000    0.216890    0.000000    0.018558    0.000000
   1912.60   -0.136809    0.016593    0.207703    0.018736  -0.0001946   0.0000000    0.214378    0.000000    0.017803    0.000000
   1912.65   -0.121199    0.017425    0.181977    0.019256  -0.0000195   0.0000000    0.213560    0.000000    0.018160    0.000000
   1912.70   -0.090868    0.019483    0.241190    0.018437   0.0002023   0.0000000    0.213563    0.000000    0.018585    0.000000
   1912.75   -0.055750    0.022078    0.254058    0.019780  -0.0001354   0.0000000    0.214319    0.000000    0.018854    0.000000
   1912.80   -0.034990    0.018124    0.265361    0.017561  -0.0000127   0.0000000    0.216801    0.000000    0.019622    0.000000
   1912.85   -0.023018    0.025646    0.271496    0.020371   0.0000676   0.0000000    0.218746    0.000000    0.020895    0.000000
   1912.90    0.021425    0.026188    0.286353    0.021264  -0.0000203   0.0000000    0.219549    0.000000    0.021229    0.000000
   1912.95    0.076398    0.027258    0.243606    0.020941   0.0000568   0.0000000    0.222019    0.000000    0.021743    0.000000
   1913.00    0.062098    0.025499    0.195238    0.025233   0.0002219   0.0000000    0.222035    0.000000    0.022181    0.000000
   1913.05    0.048058    0.019936    0.193786    0.021709  -0.0001410   0.0000000    0.221762    0.000000    0.021922    0.000000
   1913.10    0.089616    0.019309    0.184900    0.020327   0.0000389   0.0000000    0.222659    0.000000    0.021484    0.000000
   1913.15    0.089597    0.018676    0.121182    0.019710   0.0001609   0.0000000    0.222790    0.000000    0.020575    0.000000
   1913.20    0.091982    0.019501    0.103352    0.020022  -0.0001956   0.0000000    0.223674    0.000000    0.019058    0.000000
   1913.25    0.087779    0.023025    0.033236    0.020497   0.0001238   0.0000000    0.224815    0.000000    0.018225    0.000000
   1913.30    0.072318    0.024089    0.052711    0.018151   0.0001969   0.0000000    0.225160    0.000000    0.018056    0.000000
   1913.35    0.087192    0.018422    0.018876    0.019356  -0.0001199   0.0000000    0.224623    0.000000    0.017066    0.000000
   1913.40    0.073566    0.016403   -0.003830    0.020644   0.0001217   0.0000000    0.224642    0.000000    0.017176    0.000000
   1913.45    0.082603    0.016743    0.006796    0.017730   0.0002018   0.0000000    0.221956    0.000000    0.017781    0.000000
   1913.50    0.020132    0.016962    0.035071    0.019513  -0.0001039   0.0000000    0.218632    0.000000    0.017276    0.000000
   1913.55   -0.018164    0.019058    0.001380    0.017304  -0.0000999   0.0000000    0.216595    0.000000    0.017835    0.000000
   1913.60   -0.034226    0.016465   -0.030149    0.017039   0.0001303   0.0000000    0.213064    0.000000    0.017546    0.000000
   1913.65   -0.067909    0.019000   -0.027902    0.017156  -0.0002905   0.0000000    0.212133    0.000000    0.016780    0.000000
   1913.70   -0.100803    0.018583   -0.029040    0.021572   0.0001648   0.0000000    0.212443    0.000000    0.018027    0.000000
   1913.75   -0.141946    0.016760    0.023201    0.016975   0.0000342   0.0000000    0.212966    0.000000    0.018041    0.000000
   1913.80   -0.149598    0.017613    0.076796    0.019744  -0.0002465   0.0000000    0.214990    0.000000    0.018430    0.000000
   1913.85   -0.144543    0.020232    0.120277    0.021000   0.0000916   0.0000000    0.217134    0.000000    0.019852    0.000000
   1913.90   -0.123574    0.021218    0.150146    0.021376  -0.0001296   0.0000000    0.218871    0.000000    0.020673    0.000000
   1913.95   -0.133958    0.024849    0.203068    0.020502  -0.0000457   0.0000000    0.219479    0.000000    0.020813    0.000000
   1914.00   -0.130667    0.033308    0.230013    0.031443   0.0000085   0.0000000    0.221309    0.000000    0.021659    0.000000
   1914.05   -0.173032    0.035807    0.297235    0.034545   0.0000533   0.0000000    0.220349    0.000000    0.021095    0.000000
   1914.10   -0.100920    0.018955    0.220940    0.020696  -0.0003108   0.0000000    0.220831    0.000000    0.020213    0.000000
   1914.15   -0.020898    0.022452    0.253937    0.022514  -0.0000897   0.0000000    0.221620    0.000000    0.019914    0.000000
   1914.20    0.036944    0.021343    0.252618    0.022371   0.0000565   0.0000000    0.221281    0.000000    0.018880    0.000000
   1914.25    0.062131    0.016919    0.196829    0.021676  -0.0002435   0.0000000    0.223393    0.000000    0.016934    0.000000
   1914.30    0.129055    0.017166    0.231284    0.017569   0.0001540   0.0000000    0.223371    0.000000    0.017121    0.000000
   1914.35    0.128454    0.016441    0.182644    0.017558  -0.0000886   0.0000000    0.222678    0.000000    0.017163    0.000000
   1914.40    0.126880    0.015609    0.165002    0.015810  -0.0001485   0.0000000    0.222284    0.000000    0.016165    0.000000
   1914.45    0.171982    0.022593    0.134808    0.019756   0.0000997   0.0000000    0.220319    0.000000    0.016990    0.000000
   1914.50    0.182942    0.015117    0.095340    0.019487  -0.0000270   0.0000000    0.216927    0.000000    0.017206    0.000000
   1914.55    0.150409    0.014126    0.039929    0.017427  -0.0000523   0.0000000    0.214149    0.000000    0.016574    0.000000
   1914.60    0.123668    0.015294    0.014861    0.018677   0.0001010   0.0000000    0.212792    0.000000    0.017333    0.000000
   1914.65    0.082549    0.016226   -0.024742    0.017296   0.0000782   0.0000000    0.209616    0.000000    0.016984    0.000000
   1914.70    0.047464    0.016060   -0.063415    0.015006  -0.0002968   0.0000000    0.210513    0.000000    0.016460    0.000000
   1914.75    0.010004    0.017296   -0.094892    0.017525   0.0000615   0.0000000    0.211675    0.000000    0.017896    0.000000
   1914.80   -0.088186    0.023388   -0.121055    0.018145   0.0001089   0.0000000    0.212883    0.000000    0.017923    0.000000
   1914.85   -0.167377    0.025388   -0.048212    0.018223  -0.0002978   0.0000000    0.215341    0.000000    0.018359    0.000000
   1914.90   -0.167093    0.021035    0.019283    0.032460   0.0001696   0.0000000    0.216422    0.000000    0.019911    0.000000
   1914.95   -0.183976    0.029790    0.086566    0.033564   0.0000308   0.0000000    0.217843    0.000000    0.020215    0.000000
   1915.00   -0.250097    0.028577    0.104559    0.023899  -0.0000593   0.0000000    0.218284    0.000000    0.020154    0.000000
   1915.05   -0.252003    0.033676    0.093125    0.032954   0.0003262   0.0000000    0.219519    0.000000    0.020461    0.000000
   1915.10   -0.244811    0.023245    0.192320    0.028985   0.0001630   0.0000000    0.218571    0.000000    0.019737    0.000000
   1915.15   -0.161888    0.023930    0.212541    0.023594  -0.0002139   0.0000000    0.219950    0.000000    0.018303    0.000000
   1915.20   -0.181794    0.022893    0.311160    0.027053   0.0000847   0.0000000    0.220753    0.000000    0.017865    0.000000
   1915.25   -0.122116    0.025316    0.400571    0.032001   0.0001490   0.0000000    0.220200    0.000000    0.017077    0.000000
   1915.30   -0.056496    0.018768    0.378463    0.024243  -0.0000645   0.0000000    0.222515    0.000000    0.015198    0.000000
   1915.35   -0.000603    0.017985    0.357033    0.024236   0.0002040   0.0000000    0.221749    0.000000    0.015564    0.000000
   1915.40    0.055577    0.018602    0.301958    0.023419   0.0000468   0.0000000    0.220354    0.000000    0.015768    0.000000
   1915.45    0.138869    0.018419    0.308706    0.022523  -0.0000601   0.0000000    0.219178    0.000000    0.015253    0.000000
   1915.50    0.191294    0.016181    0.290163    0.021068   0.0001543   0.0000000    0.216012    0.000000    0.015849    0.000000
   1915.55    0.214951    0.018426    0.171264    0.025430  -0.0001078   0.0000000    0.212470    0.000000    0.016012    0.000000
   1915.60    0.220189    0.017416    0.035285    0.026257  -0.0000199   0.0000000    0.210277    0.000000    0.015687    0.000000
   1915.65    0.230055    0.018877    0.069162    0.023949   0.0001038   0.0000000    0.209415    0.000000    0.016023    0.000000
   1915.70    0.233807    0.020036    0.010811    0.022346  -0.0000562   0.0000000    0.207647    0.000000    0.016243    0.000000
   1915.75    0.180748    0.024302   -0.106489    0.026029  -0.0001908   0.0000000    0.210047    0.000000    0.015946    0.000000
   1915.80    0.102680    0.022664   -0.168135    0.025791   0.0000531   0.0000000    0.211392    0.000000    0.017158    0.000000
   1915.85    0.057724    0.025470   -0.191458    0.020806  -0.0000783   0.0000000    0.213177    0.000000    0.017491    0.000000
   1915.90    0.012625    0.025580   -0.185602    0.026506  -0.0001702   0.0000000    0.215150    0.000000    0.018116    0.000000
   1915.95   -0.043525    0.026028   -0.144514    0.026821   0.0002521   0.0000000    0.215180    0.000000    0.018908    0.000000
   1916.00   -0.165212    0.021099   -0.075281    0.021071  -0.0001853   0.0000000    0.215876    0.000000    0.019114    0.000000
   1916.05   -0.219293    0.020913   -0.126543    0.032031   0.0000180   0.0000000    0.216400    0.000000    0.018809    0.000000
   1916.10   -0.259635    0.032816   -0.072871    0.036032   0.0001301   0.0000000    0.216960    0.000000    0.018507    0.000000
   1916.15   -0.263621    0.023170    0.038895    0.024993  -0.0000383   0.0000000    0.216753    0.000000    0.017704    0.000000
   1916.20   -0.254369    0.019379    0.101195    0.021102  -0.0000551   0.0000000    0.218302    0.000000    0.016066    0.000000
   1916.25   -0.232756    0.018586    0.192766    0.023084  -0.0000077   0.0000000    0.218784    0.000000    0.015598    0.000000
   1916.30   -0.198472    0.017051    0.225755    0.019843  -0.0000037   0.0000000    0.218607    0.000000    0.014910    0.000000
   1916.35   -0.159053    0.016838    0.254741    0.021131  -0.0001910   0.0000000    0.220013    0.000000    0.013917    0.000000
   1916.40   -0.078378    0.016872    0.360543    0.023970   0.0002273   0.0000000    0.218579    0.000000    0.014091    0.000000
   1916.45   -0.006296    0.022156    0.348244    0.024690  -0.0001233   0.0000000    0.215887    0.000000    0.014560    0.000000
   1916.50    0.041261    0.014810    0.346410    0.018240   0.0000182   0.0000000    0.213951    0.000000    0.014517    0.000000
   1916.55    0.104291    0.015862    0.297072    0.019919   0.0001730   0.0000000    0.210436    0.000000    0.014646    0.000000
   1916.60    0.185165    0.013528    0.235289    0.016554  -0.0002469   0.0000000    0.207602    0.000000    0.014675    0.000000
   1916.65    0.235172    0.014149    0.169349    0.016357   0.0000987   0.0000000    0.206845    0.000000    0.014796    0.000000
   1916.70    0.247314    0.016347    0.079768    0.020451   0.0001003   0.0000000    0.206313    0.000000    0.014820    0.000000
   1916.75    0.244250    0.018600    0.015964    0.022289  -0.0001137   0.0000000    0.206683    0.000000    0.015595    0.000000
   1916.80    0.260592    0.019857   -0.016455    0.023314   0.0000815   0.0000000    0.209728    0.000000    0.015587    0.000000
   1916.85    0.213449    0.020634   -0.080358    0.025178  -0.0000380   0.0000000    0.210879    0.000000    0.016572    0.000000
   1916.90    0.141105    0.022127   -0.149404    0.024895  -0.0001107   0.0000000    0.212764    0.000000    0.017182    0.000000
   1916.95    0.093219    0.028634   -0.191533    0.027267  -0.0001097   0.0000000    0.214704    0.000000    0.017855    0.000000
   1917.00    0.024927    0.027595   -0.158747    0.026834   0.0003794   0.0000000    0.214207    0.000000    0.017993    0.000000
   1917.05   -0.058042    0.032011   -0.142994    0.029157  -0.0001707   0.0000000    0.213948    0.000000    0.017883    0.000000
   1917.10   -0.117348    0.020324   -0.115480    0.021009  -0.0000127   0.0000000    0.214632    0.000000    0.017229    0.000000
