MJD RV eRV
57619.04700732 -1211.49351496472 0.0419677777085209
57619.04747957 -1212.55351976235 0.0272513521433021
57615.06474867 -1203.75052994653 0.885871378776202
57619.96438931 -1211.97888484043 0.750033468118567
57619.96486399 -1212.8444520079 0.821928077200547
57619.96533844 -1210.9454678678 0.752929062389157
57619.96581509 -1209.77926777589 0.765141953917288
57619.96628768 -1203.79163713591 0.863122273916599
57619.96676236 -1201.02929634773 0.923198110327291
57619.96723647 -1200.81005640093 0.885132545474727
57619.96771346 -1198.62889113774 0.995901929225664
57619.96866189 -1189.3162638077 0.970692595010421
57620.05470683 -1211.00302654495 0.769385179889007
57620.05517676 -1211.63184131522 0.793177483839911
57620.05565156 -1213.14220153359 0.842514811145474
57620.05612566 -1212.74337222706 0.799629865916967
57620.05660046 -1213.83138973085 0.544217427748057
57620.05707606 -1212.62580211611 0.584455166972418
57620.05754912 -1214.79588742348 0.232973159135533
57620.05797357 -1214.86725594387 0.80729794576984
57620.05849825 -1212.94389697291 0.836548278872718
57620.05897281 -1213.29363764469 0.845502416421468
57620.05945085 -1212.79939695047 0.776301095831433
57620.05992217 -1213.52867859035 0.779576721450028
57626.97777487 -1220.18281579647 0.0343350349267455
57626.98268093 -1214.1945971764 0.0362027515995207
57626.98390947 -1214.50223917567 0.0307815212008436
57627.04882044 -1193.95185478732 0.0389527576828631
57627.97972708 -1220.11672002354 0.0334671359394879
57627.98020292 -1215.22451584359 0.0580120587996076
57627.98068894 -1219.49509285035 0.0318727308647452
57627.98116362 -1220.65001950091 0.0483354746234666
57627.98163819 -1222.01013027386 0.0254572196095147
57627.98211264 -1219.76807409767 0.0447727148202272
57627.98258743 -1219.90453689225 0.0361489583151004
57627.9830635 -1216.04586876099 0.0373250078649195
57627.98353652 -1215.11447750887 0.0406957055557892
57627.98401216 -1220.88694195411 0.0361177051343533
57627.98448534 -1218.92623911096 0.0268269350343563
57627.98496152 -1220.46305727298 0.038039699238875
57627.98543447 -1219.72470063813 0.0497281250937326
57623.94586033 -1212.96425591508 0.0496127997636652
57628.04564264 -1212.00745025739 0.0657561471983856
57628.04611813 -1211.29442427672 0.059175593397098
57628.04659339 -1198.93760012732 0.139715376114802
57628.04706657 -1214.73783627492 0.0438431706664821
57628.04754102 -1201.03715901473 0.0880716877426857
57628.04801546 -1210.93744641816 0.0621366245074326
57628.04849003 -1210.61386861659 0.0763631462985086
57628.04896471 -1209.21529816347 0.0642789980479056
57628.04944112 -1210.253501192 0.108509511222092
57628.0498636 -1204.56552714083 0.0814437112308162
57628.05086273 -1216.922493452 0.0622141697872019
57628.05133741 -1216.37806363077 0.0493503510033738
57628.05181256 -1218.33315034558 0.0496972074802221
