BJDtdb1 BJDtdb2 BJDtcb1 BJDtcb2 RvTot RvBT RvGO RvgsO RvgT RvlO RvLocal RvlT RvRemote RvSB RvSG RvSO RvsT RvST RvTot RvTropo
2455790 0.942072566111574 2455790 0.942268652451188 -37853.6024029627 0 -173.914868744075 -4.57395659629008 0 -0.000259658976597048 -21183.3667143943 0 -16671.4136924287 -16673.7210452238 21363.3526078739 21189.4377391298 2.30748110318373 -16673.7210452238 -37853.6024029627 0.0000798993514941324
2455790 0.94312264040023 2455790 0.943318726756127 -37851.0061944034 0 -176.232700360417 -4.57370943191299 0 -0.00025961977162528 -21180.7703624491 0 -16671.4136914302 -16673.7210442193 21363.0734749697 21186.8407746092 2.30748110318373 -16673.7210442193 -37851.0061944034 0.0000814219092402409
2455794 0.896677224291765 2455794 0.896873371948308 -36834.7942820675 0 -93.5433049172082 -4.58978450241273 0 -0.000239572296502158 -20164.5057523116 0 -16671.409874661 -16673.7172274377 20263.9953354855 20170.4520305683 2.30748110318373 -16673.7172274377 -36834.7942820675 0.0000374234882019158
2455794 0.89777729828981 2455794 0.89797344596341 -36831.8421783397 0 -96.176964734507 -4.58953720490105 0 -0.000239520452820044 -20161.5534854939 0 -16671.4098735626 -16673.7172263457 20263.6760851852 20167.4991204507 2.30748110318373 -16673.7172263457 -36831.8421783397 0.0000385928752251588
2455794 0.898847370030725 2455794 0.899043517720917 -36828.9750105899 0 -98.7343658423454 -4.58929616471537 0 -0.0002394702888116 -20158.6861593471 0 -16671.4098724976 -16673.7172252836 20263.3655345893 20164.631168747 2.30748110318373 -16673.7172252836 -36828.9750105899 0.0000397383247767106
2455794 0.899917442227104 2455794 0.900113589933887 -36826.112321155 0 -101.287280931074 -4.5890547251259 0 -0.000239420388769848 -20155.8233118149 0 -16671.4098714325 -16673.7172242214 20263.0549767695 20161.7676958384 2.30748110318373 -16673.7172242214 -36826.112321155 0.0000408918803587159
2455794 0.900997514696155 2455794 0.901193662419684 -36823.2275392321 0 -103.859385855957 -4.58881055627722 0 -0.000239370292012166 -20152.9383704967 0 -16671.4098703674 -16673.7172231493 20262.7415094652 20158.8821236092 2.30748110318373 -16673.7172231493 -36823.2275392321 0.0000420647024866807
2455801 0.848142524724888 2455801 0.848338780165276 -34740.4989460004 0 -20.7419980198843 -4.60999626450563 0 -0.00020422181545273 -18070.1009962818 0 -16671.4028246849 -16673.7101774825 18096.5423197991 18075.8003217792 2.30748110318373 -16673.7101774825 -34740.4989460004 0.00000790092804704741
2455801 0.849262592395049 2455801 0.849458847852804 -34737.3669875852 0 -23.5014163802191 -4.60978091929694 0 -0.000204161476084312 -18066.9688648582 0 -16671.40282352 -16673.7101763016 18096.1690149045 18072.6675985243 2.30748110318373 -16673.7101763016 -34737.3669875852 0.00000895852529287306
2455801 0.850352658016851 2455801 0.850548913491508 -34734.3200375731 0 -26.1857987637569 -4.60957030036639 0 -0.000204102945976223 -18063.9217465307 0 -16671.402822355 -16673.7101751524 18095.8057020664 18069.6199033027 2.30748110318373 -16673.7101751524 -34734.3200375731 0.00000998965963618305
2455801 0.851452724306359 2455801 0.851648979798072 -34731.2463794298 0 -28.8935563028386 -4.60935681904204 0 -0.000204044074341501 -18060.8479186075 0 -16671.4028212234 -16673.7101739927 18095.4390488008 18066.5454924979 2.30748110318373 -16673.7101739927 -34731.2463794298 0.0000110323303482192
2455801 0.852562791263269 2455801 0.852759046772194 -34728.1461790409 0 -31.624522851165 -4.60914040875658 0 -0.000203984868990192 -18057.7475470075 0 -16671.4028200252 -16673.7101728223 18095.0690549089 18063.4445320577 2.30748110318373 -16673.7101728223 -34728.1461790409 0.00001208680901994
2455843 0.809109683184983 2455843 0.809306589238471 -17113.7675426174 0 -194.913733123637 -4.68190924925929 0 0.00000373463664047007 -442.439866454032 0 -16671.3522801023 -16673.6596328872 642.036267063997 447.122533940359 2.30748110318373 -16673.6596328872 -17113.7675426174 0.0000946321258496801
2455843 0.810149684734387 2455843 0.810346590804002 -17111.0636859838 0 -197.135607252925 -4.6817604047812 0 0.00000378492618472866 -439.735860842811 0 -16671.3522787044 -16673.6596314899 641.55398046094 444.418373208014 2.30748110318373 -16673.6596314899 -17111.0636859838 0.0000963274779492502
2455843 0.811179686183544 2455843 0.811376592269129 -17108.3941702542 0 -199.327775242158 -4.6816116934377 0 0.00000383452960725762 -437.066198032814 0 -16671.3522773065 -16673.659630106 641.076330893233 441.748555651077 2.30748110318373 -16673.659630106 -17108.3941702542 0.0000980290756631096
2455843 0.812209688089204 2455843 0.812406594190758 -17105.7330478621 0 -201.511550096012 -4.68146178388284 0 0.00000388392968420724 -434.404928992962 0 -16671.3522759419 -16673.6596287222 640.598680740303 439.087130644293 2.30748110318373 -16673.6596287222 -17105.7330478621 0.0000997536701561668
2455843 0.813249689610776 2455843 0.813446595728456 -17103.0547008489 0 -203.707915441698 -4.68130921163606 0 0.00000393360121655802 -431.726434466568 0 -16671.352274544 -16673.6596273249 640.116393015039 436.408477573341 2.30748110318373 -16673.6596273249 -17103.0547008489 0.000101518920142638
2455845 0.748200951071502 2455845 0.748397887190984 -16342.0428675212 0 -66.8525711607338 -4.69160484276516 0 0.0000102210084610018 329.325130018771 0 -16671.3496838779 -16673.6570366587 -257.780561131309 -324.633132292041 2.30748110318373 -16673.6570366587 -16342.0428675212 0.0000260745743302318
2455845 0.749460949980711 2455845 0.74965788611973 -16338.396550618 0 -69.9141270718934 -4.69152476230579 0 0.0000102920877497478 332.971647988488 0 -16671.3496821804 -16673.6570349543 -258.365593918974 -328.27972099087 2.30748110318373 -16673.6570349543 -16338.396550618 0.0000273358744923753
2455845 0.75074094853909 2455845 0.750937884697956 -16334.6968706396 0 -73.0197658964454 -4.69144108721234 0 0.0000103641564528352 336.671531962418 0 -16671.3496804496 -16673.6570332228 -258.959913192708 -331.979679089152 2.30748110318373 -16673.6570332228 -16334.6968706396 0.000028624892982352
2455845 0.751850947374378 2455845 0.752047883550454 -16331.4923928781 0 -75.7090998246319 -4.69136666497329 0 0.0000104265371239565 339.876186460064 0 -16671.3496789519 -16673.6570317213 -259.475299808926 -335.184399633558 2.30748110318373 -16673.6570317213 -16331.4923928781 0.0000297492911081271
2455850 0.810376702307763 2455850 0.810573716917283 -13819.7132282011 0 -236.855914118711 -4.69421780890948 0 0.0000378474164365098 2851.78819060679 0 -16671.3428319395 -16673.6501847196 -2610.21080518505 -2847.06671930376 2.30748110318373 -16673.6501847196 -13819.7132282011 0.000132757118621076
2455850 0.811416692429751 2455850 0.811613707055396 -13817.191124022 0 -238.89480607136 -4.69406776622002 0 0.0000378956258003581 2854.31043357871 0 -16671.3428305083 -16673.6501832936 -2610.69425600222 -2849.58906207358 2.30748110318373 -16673.6501832936 -13817.191124022 0.000135024401355899
2455850 0.812486682486033 2455850 0.812683697128268 -13814.6069727973 0 -240.981807048974 -4.69391206531024 0 0.0000379449903760308 2856.89472705767 0 -16671.3428290438 -16673.6501818266 -2611.19165257246 -2852.17345962143 2.30748110318373 -16673.6501818266 -13814.6069727973 0.000137396217837572
2455850 0.81352667259034 2455850 0.813723687248701 -13812.1057704835 0 -242.999798897208 -4.69375949306346 0 0.0000379927402592859 2859.39606703268 0 -16671.3428276126 -16673.6501804007 -2611.67510329285 -2854.67490219006 2.30748110318373 -16673.6501804007 -13812.1057704835 0.000139740576996095
2455850 0.814566662685988 2455850 0.814763677360473 -13809.6150018946 0 -245.007357832782 -4.69360558947073 0 0.0000380402610514952 2861.88697271689 0 -16671.3428261814 -16673.6501789749 -2612.15855396544 -2857.16591179822 2.30748110318373 -16673.6501789749 -13809.6150018946 0.000142124448693242
2455852 0.761906785857378 2455852 0.762103830725758 -13004.8041304019 0 -144.760223211295 -4.70358143130074 0 0.0000452274469407549 3666.73994156856 0 -16671.3401659857 -16673.6475187532 -3517.23123959811 -3661.99146280941 2.30748110318373 -16673.6475187532 -13004.8041304019 0.0000624922848790606
2455852 0.762996772921262 2455852 0.763193817806542 -13001.8019334178 0 -147.256146771475 -4.70349249739075 0 0.0000452865394616823 3669.74230397239 0 -16671.3401644547 -16673.6475172505 -3517.73769254239 -3664.99383931387 2.30748110318373 -16673.6475172505 -13001.8019334178 0.0000638716578546688
2455852 0.76407675955479 2455852 0.764273804456815 -12998.8341318563 0 -149.722321558887 -4.70340263153859 0 0.0000453449367387884 3672.71026912295 0 -16671.3401629902 -16673.6475157616 -3518.23949866068 -3667.96182021957 2.30748110318373 -16673.6475157616 -12998.8341318563 0.000065252818738561
2455852 0.76514674622394 2455852 0.765343791142556 -12995.9006473679 0 -152.158825416219 -4.70331210001345 0 0.0000454026407227888 3675.6439152368 0 -16671.3401614925 -16673.6475142865 -3518.73665817528 -3670.89548359149 2.30748110318373 -16673.6475142865 -12995.9006473679 0.0000666357506228202
2455852 0.766226733301888 2455852 0.766423778237249 -12992.9467599028 0 -154.611088896922 -4.70321910549829 0 0.0000454607277117969 3678.59796549224 0 -16671.340160028 -16673.6475127976 -3519.23846407645 -3673.84955297337 2.30748110318373 -16673.6475127976 -12992.9467599028 0.0000680466962049914
2455957 0.54675627866374 2455957 0.546954948241949 9045.48818831043 0 -300.491530365668 -4.76233066632814 0 0.000774145967828875 25718.1275665219 0 -16671.2092145311 -16673.5165673004 -25410.6670224751 -25711.1585528407 2.30748110318373 -16673.5165673004 9045.48818831043 0.000240029055735462
2455957 0.548376139949989 2455957 0.548574809553315 9047.73585768722 0 -303.040070007671 -4.76264293352257 0 0.000774313138367993 25720.3753594476 0 -16671.2092130666 -16673.5165658515 -25410.3655708816 -25713.4056408893 2.30748110318373 -16673.5165658515 9047.73585768722 0.00024688837379275
2455957 0.551795846553108 2455957 0.551994516209457 9052.37686113222 0 -308.316329704563 -4.76329342915761 0 0.000774666289061497 25725.016617912 0 -16671.2092100045 -16673.516562793 -25409.7291072972 -25718.0454370018 2.30748110318373 -16673.516562793 9052.37686113222 0.000262184551123349
2456094 0.940189405672503 2456094 0.940390205563086 -41453.4275166128 0 212.363460776406 -4.55908985538175 0 -0.000728628676382202 -24783.6601454939 0 -16671.1455646116 -16673.4529174036 24577.9043343189 24790.2677950953 2.30748110318373 -16673.4529174036 -41453.4275166128 -0.000108059204466079
2456141 0.920161372612198 2456141 0.920362900936544 -41153.8629341415 0 -32.7482471379812 -4.56639914439264 0 -0.000344716287512623 -24484.1078870258 0 -16671.1165804112 -16673.4239331991 24523.4223592769 24490.674112139 2.30748110318373 -16673.4239331991 -41153.8629341415 0.0000125220462483048
2456141 0.921271463355025 2456141 0.921472991696584 -41150.944202464 0 -35.4770509324022 -4.5661344728162 0 -0.000344660251365492 -24481.1889939559 0 -16671.1165795126 -16673.4239322816 24523.2315295105 24487.7544785781 2.30748110318373 -16673.4239322816 -41150.944202464 0.0000135802599601085
2456141 0.922421557192842 2456141 0.922623085552233 -41147.9221146055 0 -38.3023578842439 -4.56586008241427 0 -0.000344602504614955 -24478.1667390135 0 -16671.1165785474 -16673.423931331 24523.0338146385 24484.7314567542 2.30748110318373 -16673.423931331 -41147.9221146055 0.0000146796361248588
2456141 0.923581651911835 2456141 0.923783180289214 -41144.8757761805 0 -41.1501954439019 -4.56558316245503 0 -0.000344544576523477 -24475.1202321067 0 -16671.1165775821 -16673.4239303722 24522.8343718478 24481.6841764039 2.30748110318373 -16673.4239303722 -41144.8757761805 0.0000157919429259778
2456141 0.92471174440673 2456141 0.924913272801631 -41141.9103251104 0 -43.9222704411144 -4.56531309892746 0 -0.00034448845880421 -24472.1546170813 0 -16671.1165766502 -16673.4239294381 24522.6400786704 24478.7178082293 2.30748110318373 -16673.4239294381 -41141.9103251104 0.0000168789812410685
2456146 0.90127123844876 2456146 0.901472844006201 -40230.0267506639 0 -18.8651598335371 -4.57545555870411 0 -0.000315331086891369 -23560.2245103961 0 -16671.1123971558 -16673.4197499335 23585.5168843195 23566.651724486 2.30748110318373 -16673.4197499335 -40230.0267506639 0.00000718308030582906
2456146 0.905041534579892 2456146 0.905243140195792 -40219.9703183026 0 -28.1516377751208 -4.57458199605381 0 -0.000315135273884901 -23550.1675220647 0 -16671.1123938607 -16673.4197466459 23584.7439232459 23556.5922854707 2.30748110318373 -16673.4197466459 -40219.9703183026 0.0000107467557973306
2456146 0.907941762609441 2456146 0.908143368270309 -40212.245068187 0 -35.2845499110556 -4.57390660424936 0 -0.000314986754699572 -23542.4418448534 0 -16671.1123913312 -16673.4197441169 23584.1492718234 23548.8647219123 2.30748110318373 -16673.4197441169 -40212.245068187 0.0000135055007189325
2456146 0.910761984138774 2456146 0.910963589843371 -40204.7441485008 0 -42.2094167560439 -4.5732473882983 0 -0.000314844132513609 -23534.9405104861 0 -16671.1123888682 -16673.4197416575 23583.5709696377 23541.3615528816 2.30748110318373 -16673.4197416575 -40204.7441485008 0.0000162067899360125
2456146 0.913342186326704 2456146 0.913543792071307 -40197.8931746369 0 -48.5333152235425 -4.57264235812772 0 -0.000314715235359119 -23528.0891578544 0 -16671.1123866382 -16673.4197394074 23583.0418372687 23534.5085220452 2.30748110318373 -16673.4197394074 -40197.8931746369 0.0000186974319919065
2456148 0.880975605362009 2456148 0.881177241615158 -39847.8325751595 0 18.1111464907884 -4.58223903262891 0 -0.000304566836057445 -23178.0108058106 0 -16671.1106716316 -16673.4180244276 23166.2740533934 23184.3851998842 2.30748110318373 -16673.4180244276 -39847.8325751595 -0.00000689136611086598
2456148 0.882225702228262 2456148 0.882427338500794 -39844.4783909067 0 15.0292102007101 -4.58196237893885 0 -0.000304497712349868 -23174.6564361346 0 -16671.1106705333 -16673.4180233151 23166.0008258068 23181.0300360075 2.30748110318373 -16673.4180233151 -39844.4783909067 -0.00000571564066043124
2456148 0.883505801162642 2456148 0.883707437455022 -39841.0427322754 0 11.8723436395639 -4.58167826971143 0 -0.000304427223134547 -23171.2205875867 0 -16671.1106694016 -16673.4180221758 23165.7210296744 23177.593373314 2.30748110318373 -16673.4180221758 -39841.0427322754 -0.00000451312278042317
2456148 0.884775899233189 2456148 0.884977535545262 -39837.6331411648 0 8.73937665617303 -4.58139542526267 0 -0.000304357581890156 -23167.8108079909 0 -16671.11066827 -16673.4180210453 23165.4434083292 23174.1827849853 2.30748110318373 -16673.4180210453 -39837.6331411648 -0.00000332110509358139
2456173 0.790537584920163 2456173 0.790739607401 -32498.3204692281 0 76.4103847064428 -4.62708455584665 0 -0.000172271441619305 -15828.1147185698 0 -16671.0859324279 -16673.3932851954 15757.1671801628 15833.5775648692 2.30748110318373 -16673.3932851954 -32498.3204692281 -0.0000299802000290463
2456173 0.791697646164739 2456173 0.791899668663563 -32495.0896996473 0 73.6007572251495 -4.62693291554204 0 -0.00017220362483268 -15824.8837706552 0 -16671.0859311298 -16673.3932839074 15756.7453680593 15830.3461252845 2.30748110318373 -16673.3932839074 -32495.0896996473 -0.0000288084062552396
2456173 0.792857707396804 2456173 0.793059729913615 -32491.8549945412 0 70.7871984922316 -4.62677967762229 0 -0.00017213589643334 -15821.648886949 0 -16671.0859298318 -16673.3932826194 15756.3235495143 15827.1107480065 2.30748110318373 -16673.3932826194 -32491.8549945412 -0.000027643148915067
2456173 0.794007768012364 2456173 0.794209790547008 -32488.6444382535 0 67.9941621155386 -4.62662610686604 0 -0.000172068842258458 -15818.4381533926 0 -16671.085928567 -16673.3932813425 15755.9053610052 15823.8995231208 2.30748110318373 -16673.3932813425 -32488.6444382535 -0.0000264941092741928
2456283 0.545859928692641 2456283 0.546063652951474 9644.04084091232 0 -66.7569906272434 -4.76891370611898 0 0.000412552312225446 26316.4456970083 0 -16670.9414439806 -16673.2487967705 -26242.6098595857 -26309.366850213 2.30748110318373 -16673.2487967705 9644.04084091232 0.0000260365139443971
2456283 0.54738979442108 2456283 0.547593518703634 9647.97529879118 0 -70.4742948563455 -4.76923482676403 0 0.000412657387164273 26320.3803718299 0 -16670.9414420835 -16673.248794872 -26242.8262167738 -26313.3005116302 2.30748110318373 -16673.248794872 9647.97529879118 0.0000275688903757422
2456283 0.548719677560287 2456283 0.54892340186346 9651.390122291 0 -73.7003684098614 -4.76951221269437 0 0.000412749005568774 26323.7953835821 0 -16670.9414404526 -16673.2487932217 -26243.0142765948 -26316.7146450047 2.30748110318373 -16673.2487932217 9651.390122291 0.0000289100181476181
2456283 0.549929571237178 2456283 0.550133295559111 9654.49233723929 0 -76.6308779554847 -4.76976303827284 0 0.000412832577982711 26326.8977695418 0 -16670.9414389215 -16673.2487917203 -26243.1853561997 -26319.8162341551 2.30748110318373 -16673.2487917203 9654.49233723929 0.0000301378471698504
2456283 0.55147943530849 2456283 0.551683159654454 9658.45970006574 0 -80.3783073925817 -4.77008236160085 0 0.000412939933382776 26330.8653510418 0 -16670.9414370244 -16673.2487897971 -26243.4044905212 -26323.7827979138 2.30748110318373 -16673.2487897971 9658.45970006574 0.0000317219562712131
2456285 0.593889663139827 2456285 0.594093419153766 10041.1166653709 0 -191.013395552538 -4.77820783225124 0 0.000430584110931129 26713.5410953145 0 -16670.9389362241 -16673.2462890095 -26515.3692497363 -26706.3826452889 2.30748110318373 -16673.2462890095 10041.1166653709 0.0000917284929803539
2456285 0.595049559784209 2456285 0.595253315816133 10043.7561392789 0 -193.507428529523 -4.77838809649394 0 0.000430669966729244 26716.1807146055 0 -16670.9389347929 -16673.246287588 -26515.5141835546 -26709.0216120842 2.30748110318373 -16673.246287588 10043.7561392789 0.0000935779184976717
2456285 0.596199457233264 2456285 0.596403213283017 10046.3626432031 0 -195.96975885516 -4.77856509893905 0 0.000430755113398331 26718.7873620488 0 -16670.938933395 -16673.2462861788 -26515.6578572993 -26711.6276161545 2.30748110318373 -16673.2462861788 10046.3626432031 0.0000954383879922177
2456285 0.597359353857392 2456285 0.59756310992513 10048.9813764053 0 -198.443078281815 -4.77874190168226 0 0.00043084102781115 26721.4062394357 0 -16670.9389319638 -16673.2462847574 -26515.8027696634 -26714.2458479452 2.30748110318373 -16673.2462847574 10048.9813764053 0.0000973430153345003
2456285 0.598479253731552 2456285 0.598683009816654 10051.4997384372 0 -200.821054089955 -4.77891091605162 0 0.00043092400195998 26723.9247401939 0 -16670.9389305992 -16673.246283385 -26515.9426747887 -26716.7637288787 2.30748110318373 -16673.246283385 10051.4997384372 0.0000992093633944022
2456501 0.943616142239375 2456501 0.943823252798643 -41951.9921277528 0 -56.1144048190913 -4.55856996478518 0 -0.000377501001920275 -25282.5870374701 0 -16670.8110003346 -16673.1183531054 25345.3923931517 25289.2779883326 2.30748110318373 -16673.1183531054 -41951.9921277528 0.0000217192100772716
2456501 0.944726235939168 2456501 0.944933346515648 -41949.1354981387 0 -58.8240330431636 -4.55830143230547 0 -0.000377448297390901 -25279.7302498918 0 -16670.8109994692 -16673.118352241 25345.2444845372 25286.4204514941 2.30748110318373 -16673.118352241 -41949.1354981387 0.0000228094801884444
2456501 0.945846330082202 2456501 0.946053440676049 -41946.2560409007 0 -61.555155025712 -4.55803043683573 0 -0.000377395452600565 -25276.8506333916 0 -16670.8109985705 -16673.1183513688 25345.0952343732 25283.5400793475 2.30748110318373 -16673.1183513688 -41946.2560409007 0.0000239144734730813
2456501 0.946946422841336 2456501 0.94715353345224 -41943.4309746369 0 -64.2345251017999 -4.55776436734604 0 -0.000377343880603158 -25274.025410861 0 -16670.8109977385 -16673.1183505122 25344.9486404606 25280.7141153588 2.30748110318373 -16673.1183505122 -41943.4309746369 0.0000250047642980737
2456501 0.948026514217146 2456501 0.948233624844797 -41940.6602638003 0 -66.8621792870704 -4.5575031572691 0 -0.000377293565561439 -25271.2545467865 0 -16670.8109968731 -16673.1183496711 25344.8047032797 25277.9425239926 2.30748110318373 -16673.1183496711 -41940.6602638003 0.0000260803097508718
2456502 0.924098812469775 2456502 0.92430593823162 -41859.3011783421 0 -14.6734688254678 -4.56413432521632 0 -0.000371996745796405 -25189.8916918885 0 -16670.8102418668 -16673.1175946351 25211.2460564558 25196.5725876303 2.30748110318373 -16673.1175946351 -41859.3011783421 0.00000558252085498258
2456502 0.92524890949235 2456502 0.925456035272028 -41856.3050442077 0 -17.5090587729779 -4.56385780466086 0 -0.000371937121243595 -25186.8953920681 0 -16670.8102409348 -16673.1175937294 25211.0845675571 25193.5755087841 2.30748110318373 -16673.1175937294 -41856.3050442077 0.00000666499948341147
2456502 0.926389005121312 2456502 0.926596130918667 -41853.3358619739 0 -20.3190833090655 -4.56358354739352 0 -0.000371878325485024 -25183.9260456128 0 -16670.8102400362 -16673.1175928315 25210.9244733908 25190.6053900818 2.30748110318373 -16673.1175928315 -41853.3358619739 0.00000773958908570952
2456502 0.927549102571616 2456502 0.927756228386959 -41850.3156551741 0 -23.1773300829579 -4.56330429757885 0 -0.000371818817932183 -25180.9056717623 0 -16670.8102391375 -16673.1175919179 25210.7615607277 25187.5842306447 2.30748110318373 -16673.1175919179 -41850.3156551741 0.00000883482999689201
2456502 0.928759204125601 2456502 0.928966329959707 -41847.1665781129 0 -26.1574554381104 -4.56301279938136 0 -0.000371757091880986 -25177.7564205611 0 -16670.8102381723 -16673.1175909648 25210.5916154393 25184.4341600012 2.30748110318373 -16673.1175909648 -41847.1665781129 0.00000997947728777554
2456504 0.927456298305787 2456504 0.927663455130087 -41541.966815527 0 -35.9744897775292 -4.56509162952736 0 -0.000359009246843626 -24872.5412590287 0 -16670.8086645879 -16673.1160173644 24915.1446172059 24879.1701274284 2.30748110318373 -16673.1160173644 -41541.966815527 0.000013774041567653
2456504 0.93027653234923 2456504 0.930483689217259 -41534.6075357401 0 -42.8982822692106 -4.56441377473289 0 -0.000358868906529091 -24865.1815722827 0 -16670.8086622914 -16673.1160150919 24914.7068266129 24871.8085443437 2.30748110318373 -16673.1160150919 -41534.6075357401 0.0000164775222987339
2456507 0.94733477207031 2456507 0.947541975718423 -40971.9632791446 0 -103.440840449389 -4.56303310240722 0 -0.000339220739635851 -24302.5084712449 0 -16670.8062175408 -16673.1135703274 24412.4826463799 24309.0418059305 2.30748110318373 -16673.1135703274 -40971.9632791446 0.0000418761776522229
2456507 0.948394858171876 2456507 0.948602061836426 -40969.2550598234 0 -105.961537164255 -4.56277881532926 0 -0.000339175008742102 -24299.8001021473 0 -16670.8062166754 -16673.113569444 24412.2942817515 24306.3327445873 2.30748110318373 -16673.113569444 -40969.2550598234 0.00004303454999525
2456507 0.949474945571832 2456507 0.949682149253129 -40966.5005944696 0 -108.524932130726 -4.56251966883855 0 -0.000339128738075172 -24297.0454845874 0 -16670.8062157435 -16673.1135685438 24412.102354539 24303.5774224083 2.30748110318373 -16673.1135685438 -40966.5005944696 0.0000442237238294942
2456507 0.950565033848607 2456507 0.950772237546807 -40963.7257095307 0 -111.106967350703 -4.56225825905971 0 -0.000339082371326507 -24294.2704462108 0 -16670.8062148448 -16673.1135676354 24411.9086414171 24300.8016740664 2.30748110318373 -16673.1135676354 -40963.7257095307 0.000045433349101103
2456509 0.946346322098418 2456509 0.946553556741601 -40591.8060593945 0 -113.661783657166 -4.56507259128016 0 -0.000326920011956959 -23922.3317763331 0 -16670.8045517607 -16673.1119045349 24042.4677827821 23928.805999125 2.30748110318373 -16673.1119045349 -40591.8060593945 0.0000466423152103311
2456509 0.947356402484367 2456509 0.947563637143212 -40589.2294820639 0 -116.044716367834 -4.5648308188542 0 -0.000326877252136177 -23919.7550565818 0 -16670.8045508954 -16673.1119036746 24042.273343834 23926.2286274662 2.30748110318373 -16673.1119036746 -40589.2294820639 0.0000477811304358682
2456509 0.948376484201495 2456509 0.948583718876156 -40586.6321533767 0 -118.446474460734 -4.56458658343822 0 -0.000326834358925457 -23917.1575843089 0 -16670.80455003 -16673.1119028057 24042.0769720063 23923.6304975456 2.30748110318373 -16673.1119028057 -40586.6321533767 0.0000489402493285395
2456509 0.949366563287579 2456509 0.949573797977591 -40584.1158857184 0 -120.772915062278 -4.56434967042501 0 -0.000326793007318107 -23914.6411775582 0 -16670.8045491646 -16673.1119019624 24041.8863685239 23921.1134534616 2.30748110318373 -16673.1119019624 -40584.1158857184 0.0000500741923439094
2456509 0.950386644521619 2456509 0.950593879227448 -40581.5282746917 0 -123.164937964911 -4.56410570127822 0 -0.000326750692523694 -23912.053423545 0 -16670.8045482992 -16673.1119010935 24041.6899816631 23918.5250436982 2.30748110318373 -16673.1119010935 -40581.5282746917 0.0000512519359463067
2456552 0.763688466796059 2456552 0.763896365330606 -27040.9881023803 0 51.907448977819 -4.6514711525944 0 -0.000104282278008716 -10370.8044582224 0 -16670.7603404574 -16673.0676932407 10323.9072895422 10375.81473852 2.30748110318373 -16673.0676932407 -27040.9881023803 -0.0000200086982409101
2456552 0.764848506922569 2456552 0.765056405475103 -27037.6618177801 0 49.0686586944563 -4.65136477805236 0 -0.000104215166705412 -10367.4779900296 0 -16670.7603390595 -16673.0676918291 10323.41927621 10372.4879349044 2.30748110318373 -16673.0676918291 -27037.6618177801 -0.0000188843297751818
2456552 0.766198553657498 2456552 0.766406452230965 -27033.7874187148 0 45.76160444116 -4.65123863302285 0 -0.000104137147804038 -10363.60337715 0 -16670.7603373953 -16673.0676901863 10322.8513249023 10368.6129293435 2.30748110318373 -16673.0676901863 -27033.7874187148 -0.0000175810346644711
2456552 0.767868611546213 2456552 0.768076510145575 -27028.9900867635 0 41.6661022722462 -4.65107927091169 0 -0.000104040768778103 -10358.8057804606 0 -16670.760335365 -16673.067688154 10322.1487410096 10363.8148432818 2.30748110318373 -16673.067688154 -27028.9900867635 -0.0000159760226831748
2456552 0.769278659841008 2456552 0.769486558462233 -27024.9360329123 0 38.2046139627853 -4.65094194257613 0 -0.000103959516024726 -10354.7515028768 0 -16670.7603336676 -16673.067686438 10321.5555356025 10359.7601495652 2.30748110318373 -16673.067686438 -27024.9360329123 -0.0000146265762283695
2456606 0.653898287432586 2456606 0.654107021545503 -2697.4972859334 0 -41.5845460775604 -4.74307694078656 0 0.000159781166135553 13973.9679185337 0 -16670.6881480565 -16672.9955008416 -13926.9890146637 -13968.5735607413 2.30748110318373 -16672.9955008416 -2697.4972859334 0.0000159626955149426
2456606 0.65506823297265 2456606 0.655276967103707 -2694.14758062797 0 -44.4544335136766 -4.7431707341093 0 0.000159852422301036 13977.3178084302 0 -16670.6881463923 -16672.9954991917 -13927.4686099324 -13971.9230434461 2.30748110318373 -16672.9954991917 -2694.14758062797 0.0000170889434568349
2456606 0.656178180839752 2456606 0.656386914988018 -2690.97189438777 0 -47.1749156545348 -4.74325787070225 0 0.000159920048317133 13980.4936697757 0 -16670.6881448279 -16672.9954976264 -13927.923604657 -13975.0985203116 2.30748110318373 -16672.9954976264 -2690.97189438777 0.0000181611350368279
2456606 0.65727812955086 2456606 0.657486863716182 -2687.82709990037 0 -49.8686141485665 -4.74334247773787 0 0.000159987085311899 13983.6386375711 0 -16670.6881432969 -16672.9954960752 -13928.3744949853 -13978.2431091339 2.30748110318373 -16672.9954960752 -2687.82709990037 0.0000192274499665034
2456867 0.890637290588381 2456867 0.890850075228639 -41989.2308956378 0 69.2289291830364 -4.5731300301521 0 -0.000375331825593097 -25320.1381663428 0 -16670.5007012689 -16672.808054069 25257.6210425514 25326.8499717344 2.30748110318373 -16672.808054069 -41989.2308956378 -0.0000270030536067955
2456867 0.918379631051464 2456867 0.918592416121872 -41917.2086055836 0 1.13567049584188 -4.56659824718064 0 -0.000373766673318508 -25248.1118929349 0 -16670.5006795014 -16672.8080322837 25253.66937177 25254.8050422658 2.30748110318373 -16672.8080322837 -41917.2086055836 -0.000000431468435977956
2456867 0.922369966751085 2456867 0.922582751883364 -41906.7969230577 0 -8.71042724014087 -4.56564021062932 0 -0.00037355489469263 -25237.6996345685 0 -16670.5006763727 -16672.808029149 25253.1005031322 25244.390075892 2.30748110318373 -16672.808029149 -41906.7969230577 0.00000331113706925631
